student,total_timesteps,candidate_streak,current_median_return_pct,current_profit_factor,current_median_dd_pct,best_step,best_median_return_pct,best_profit_factor,best_median_dd_pct,best_profitable_episode_ratio
1,500002816,0,-76.76031041216027,0.3624055360803233,76.76192622766092,474226688,-74.67209129174174,0.3794719154246342,74.68398714024372,0.0
2,500002816,0,-87.36527900898719,0.22845840144127447,87.37535026875241,245649408,-71.83222678352055,0.3439136391796751,71.85571482114909,0.0
3,500002816,0,-88.20855874878296,0.20974654975691606,88.22193990162447,211619840,-78.163591616324,0.2657633125266482,78.19855010403887,0.0
4,500002816,0,-88.49319912060892,0.2541946062428812,88.49927157202407,276123648,-80.12745242410179,0.3044541499956853,80.13774727469523,0.0
5,500002816,0,-81.28780967900147,0.3254234513179896,81.39496704182719,268120064,-78.40287890936641,0.33367542767254343,78.40287890936641,0.0
6,500002816,0,-86.07577080008895,0.22519890639636378,86.09908175294339,244109312,-73.14897279633351,0.31042633900299543,73.14897279633351,0.0
7,500002816,0,-93.8409858332998,0.19820450320425226,93.84179118692214,265658368,-80.44248544070004,0.3417394279598779,80.46657995971418,0.0
8,500002816,0,-92.5621742784522,0.2131196669022415,92.62530044368316,315666432,-87.08021783792049,0.3200156307343407,87.1205424824592,0.0
